drugs,target_pdb_id,targets,drug_smiles
r2_gen_242366,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)SC)S(C)(=O)=O)n2)cc1
r2_gen_127583,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C(C)SC)S(C)(=O)=O)n2)cc1
r2_gen_293219,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)SC)[SH](C)(C)=O)n2)cc1
r2_gen_154613,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C(C)[SH](C)(C)=O)S(C)(=O)=O)n2)cc1
r2_gen_169684,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C(C)S)n2)cc1
r2_gen_45704,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C=S)n2)cc1
r2_gen_250544,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)=S)n2)cc1
r2_gen_78631,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)S)n2)cc1
r2_gen_20270,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)S)S(C)(=O)=O)n2)cc1
r2_gen_249369,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)SS(C)(=O)=O)n2)cc1
r2_gen_32315,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(F)F)n2)cc1
r2_gen_232863,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(F)F)[SH](C)F)n2)cc1
r2_gen_151635,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(F)F)S(N)(=O)=O)n2)cc1
r2_gen_298933,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N[C@@H](C)Cc3ccccc3)n2)cc1
r2_gen_247800,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N[C@@H](C)CO)n2)cc1
r2_gen_181961,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)I)n2)cc1
r2_gen_280210,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCl)n2)cc1
r2_gen_1093,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC)n2)cc1
r2_gen_290529,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)n3ccc(N(C)S(C)(=O)=O)n3)n2)cc1
r2_gen_125275,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)N(C(C)=O)S(C)(=O)=O)n2)cc1
r2_gen_137448,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)N(C(=O)C(C)(F)F)S(C)(=O)=O)n2)cc1
r2_gen_49193,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)N(C)S(C)=O)n2)cc1
r2_gen_4942,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)N(C)S(C)(=O)=O)n2)cc1
r2_gen_138271,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)N(C)[SH](C)(C)=O)n2)cc1
r2_gen_186535,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)N(C)SS)n2)cc1
r2_gen_18869,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)N)n2)cc1
r2_gen_98303,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)N=O)n2)cc1
r2_gen_186877,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)NOS(C)(=O)=O)n2)cc1
r2_gen_169722,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(N)=O)S(C)(=O)=O)n2)cc1
r2_gen_233233,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)N(S(C)(=O)=O)S(C)(=O)=O)n2)cc1
r2_gen_28057,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)N[SH](C)(C)=O)n2)cc1
r2_gen_95226,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(=O)Br)S(C)(=O)=O)n2)cc1
r2_gen_162104,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C(O)c3ccccc3C)n2)cc1
r2_gen_122153,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)c3cc(C)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_211972,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)C3=C(C)C(=O)OC3)n2)cc1
r2_gen_9589,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)Cc3ccccc3C)n2)cc1
r2_gen_135746,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)Cc3ccccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_300457,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C(O)Cc3c(C)cccc3C)n2)cc1
r2_gen_181185,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C=O)Cc3cc(C)ccc3C)n2)cc1
r2_gen_301425,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C(O)Cc3cccc(C)c3)n2)cc1
r2_gen_301231,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N=C(O)Cc3cccc(C)c3)n2)cc1
r2_gen_16877,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)Cc3ccc(C)c(C)c3)n2)cc1
r2_gen_230159,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)Cc3ccccn3)n2)cc1
r2_gen_299878,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N=C(O)Cc3cccnc3)n2)cc1
r2_gen_301916,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)cc3N=C(O)Cc3cnccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_209826,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)Cc3ncccn3)n2)cc1
r2_gen_303038,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)Cc3nccnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_295741,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)C(C)Br)n2)cc1
r2_gen_247945,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)C(C)(C)C)n2)cc1
r2_gen_144242,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(=O)C(C)(C)C)S(C)(=O)=O)n2)cc1
r2_gen_190573,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C(O)=C(C)C)S(C)(=O)=O)n2)cc1
r2_gen_200791,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3NC(=O)CC(C)[SH](C)(C)=O)n2)cc1
r2_gen_85355,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)CCNS(C)(=O)=O)n2)cc1
r2_gen_115061,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C=O)C(C)=O)n2)cc1
r2_gen_66589,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)C(C)=O)n2)cc1
r2_gen_161519,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C=O)CCO)n2)cc1
r2_gen_178390,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C(=O)C(C)O)S(C)(=O)=O)n2)cc1
r2_gen_189260,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(=O)C(C)=O)[SH](C)(C)=O)n2)cc1
r2_gen_215498,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)C(C)[SH](C)(C)=O)n2)cc1
r2_gen_63327,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)OC(F)F)n2)cc1
r2_gen_81886,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)cc3N(C(=O)CF)S(C)(=O)=O)n2)cc1
r2_gen_296327,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(=O)[C@H](C)CN)S(C)(=O)=O)n2)cc1
r2_gen_72406,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(=O)[C@@H](C)O)S(C)(=O)=O)n2)cc1
r2_gen_264304,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCOC)n2)cc1
r2_gen_294694,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)OC)n2)cc1
r2_gen_199593,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)CN(C)S(C)(=O)=O)n2)cc1
r2_gen_177159,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)CO)n2)cc1
r2_gen_167154,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C(=O)C(=O)O)S(C)(=O)=O)n2)cc1
r2_gen_73615,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(=O)CO)S(C)(=O)=O)n2)cc1
r2_gen_255512,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)CP(C)(C)=O)n2)cc1
r2_gen_109261,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)C[S+](C)C)n2)cc1
r2_gen_287615,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)C[SH](C)(C)=O)n2)cc1
r2_gen_138163,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)CS(=O)(=O)c3ccc(C)nc3)n2)cc1
r2_gen_177417,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)OF)n2)cc1
r2_gen_66370,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3[N+](C)=O)n2)cc1
r2_gen_39939,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)O)n2)cc1
r2_gen_192182,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC=O)n2)cc1
r2_gen_157583,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)Nc3ccccc3C)n2)cc1
r2_gen_264403,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)ON(C)C)n2)cc1
r2_gen_231640,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)NO)n2)cc1
r2_gen_119319,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C=O)NS(C)(=O)=O)n2)cc1
r2_gen_199235,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C(=O)O)S(C)(=O)=O)n2)cc1
r2_gen_6513,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(=O)O)S(C)(=O)=O)n2)cc1
r2_gen_213547,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)Sc3ccccn3)n2)cc1
r2_gen_299569,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)SC(C)C)n2)cc1
r2_gen_118038,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)SC)n2)cc1
r2_gen_220770,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3NC(=O)SC)n2)cc1
r2_gen_248732,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)OS(C)=O)n2)cc1
r2_gen_54840,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C=O)S(C)(=O)=O)n2)cc1
r2_gen_32670,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)OS(C)(=O)=O)n2)cc1
r2_gen_281123,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(CO)S(C)(=O)=O)n2)cc1
r2_gen_43281,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)S(C)(=O)=O)n2)cc1
r2_gen_46019,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C=O)S(C)(=O)=O)n2)cc1
r2_gen_257040,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(=O)SC)S(C)(=O)=O)n2)cc1
r2_gen_256796,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)[SH](C)(C)=O)n2)cc1
r2_gen_12509,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=O)S)n2)cc1
r2_gen_185883,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C=O)S(=O)(=O)c3ccccc3)n2)cc1
r2_gen_72638,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C(=O)S)S(C)(=O)=O)n2)cc1
r2_gen_79887,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(=O)S)S(C)(=O)=O)n2)cc1
r2_gen_234628,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)PC)n2)cc1
r2_gen_297659,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)P(C)(=O)O)n2)cc1
r2_gen_109086,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)Sc3ccc(C)c(C)c3)n2)cc1
r2_gen_182437,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)Sc3ccncc3)n2)cc1
r2_gen_244259,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C(S)Cc3ccccc3)n2)cc1
r2_gen_164751,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C(S)Cc3ccccn3)n2)cc1
r2_gen_231025,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)SCc3ccco3)n2)cc1
r2_gen_39949,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C(S)Cc3cnc(C)nc3)n2)cc1
r2_gen_134361,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(C)(C)C(C)=O)n2)cc1
r2_gen_13256,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(C)(C)C)n2)cc1
r2_gen_35402,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(C)(C)(C)=O)n2)cc1
r2_gen_222102,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(C)(C)(=O)C(F)(F)F)n2)cc1
r2_gen_206470,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C)S(C)(C)(=O)S(C)(=O)=O)n2)cc1
r2_gen_31936,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(C)(C)(=O)S)n2)cc1
r2_gen_11667,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)S(C)(C)(=O)S)n2)cc1
r2_gen_168305,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(=S)C(C)S(C)(=O)=O)n2)cc1
r2_gen_248744,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C(S)C(C)S)n2)cc1
r2_gen_228420,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(C)(F)F)n2)cc1
r2_gen_300860,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C)S(C)(=O)=CC(C)C)n2)cc1
r2_gen_299039,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(C)(=O)=Nc3ccccn3)n2)cc1
r2_gen_304052,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)S(C)(=O)=NO)n2)cc1
r2_gen_109,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_154129,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=[C+]C=CC(C)=C3N(C)S(C)(=O)=O)n2)cc1
r2_gen_156770,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=[C+]C(C)=CC=C3N(C)S(C)(=O)=O)n2)cc1
r2_gen_114188,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(CS(C)(=O)=O)SOS(C)(=O)=O)n2)cc1
r2_gen_153680,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(CSC)S(C)(=O)=O)n2)cc1
r2_gen_105756,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(C)(S)S(C)(=O)=O)n2)cc1
r2_gen_41477,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(F)(F)F)n2)cc1
r2_gen_184186,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH]=C3CC(C)(C)CS3(=O)=O)n2)cc1
r2_gen_162117,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)[SH](C)c3cnc(N(C)S(C)(=O)=O)c(C)c3)n2)cc1
r2_gen_192743,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)(C)(C)C)n2)cc1
r2_gen_61092,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)C(C)=O)n2)cc1
r2_gen_279560,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)C(F)F)n2)cc1
r2_gen_66536,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)C)n2)cc1
r2_gen_101752,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)[SH](C)C)n2)cc1
r2_gen_121966,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C[SH](C)(C)=O)n2)cc1
r2_gen_24795,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C[SH](C)(C)=O)S(C)(=O)=O)n2)cc1
r2_gen_292650,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)F)n2)cc1
r2_gen_44568,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)[SH](C)F)n2)cc1
r2_gen_229284,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)(=O)C(C)(C)C)n2)cc1
r2_gen_128303,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)[SH](C)(=O)C(C)(C)C)n2)cc1
r2_gen_63165,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)(=O)C(C)=O)n2)cc1
r2_gen_133226,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)[SH](C)(=O)C(C)S(C)(=O)=O)n2)cc1
r2_gen_8627,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)(=O)C=O)n2)cc1
r2_gen_52286,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)(=O)C(=O)O)n2)cc1
r2_gen_272853,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)[SH](C)(=O)C(=O)O)n2)cc1
r2_gen_88349,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)O)n2)cc1
r2_gen_221719,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)[SH](C)O)n2)cc1
r2_gen_131142,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)(=O)O)n2)cc1
r2_gen_148241,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)([O])=O)n2)cc1
r2_gen_62867,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)[SH](C)(=O)O)n2)cc1
r2_gen_61488,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](C)S)n2)cc1
r2_gen_181092,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)[SH](C)S)n2)cc1
r2_gen_8164,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](F)F)n2)cc1
r2_gen_272833,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=CCC=CC=C3N(C)[SH]=O)n2)cc1
r2_gen_15329,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)[SH](=O)=O)n2)cc1
r2_gen_49729,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)[SH](=O)=O)n2)cc1
r2_gen_78653,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(N)(=O)=O)n2)cc1
r2_gen_304288,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(S)=NS(C)(=O)=O)n2)cc1
r2_gen_57620,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(=O)c3ccccc3)n2)cc1
r2_gen_85009,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)S(=O)c3ccccc3)n2)cc1
r2_gen_252089,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(=O)C(C)=O)n2)cc1
r2_gen_204766,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)S(=O)C(C)S(C)(=O)=O)n2)cc1
r2_gen_173323,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)SOC)n2)cc1
r2_gen_264035,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(=O)(C(=O)F)=C(C)C)n2)cc1
r2_gen_297494,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C)S(=O)(F)(F)c3ccccc3)n2)cc1
r2_gen_236918,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)S(=O)(F)(F)F)n2)cc1
